,title,movie_id,tags
25,Titanic,597,"84 years later, a 101-year-old woman named rose dewitt bukater tells the story to her granddaughter lizzy calvert, brock lovett, lewis bodine, bobby buell and anatoly mikailavich on the keldysh about her life set in april 10th 1912, on a ship called titanic when young rose boards the departing ship with the upper-class passengers and her mother, ruth dewitt bukater, and her fiancé, caledon hockley. meanwhile, a drifter and artist named jack dawson and his best friend fabrizio de rossi win third-class tickets to the ship in a game. and she explains the whole story from departure until the death of titanic on its first and last voyage april 15th, 1912 at 2:20 in the morning. drama romance thriller shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s katewinslet leonardodicaprio francesfisher billyzane kathybates gloriastuart billpaxton bernardhill davidwarner victorgarber jonathanhyde suzyamis lewisabernathy nicholascascone dannynucci jasonbarry lewpalter ericbraeden bernardfox ewanstewart ioangruffudd jonnyphillips edwardfletcher scottg.anderson martineast gregorycooke alexandreaowens sethadkins michaelensign anatolym.sagalevitch martinhub marklindsaychapman richardgraham paulbrightwell rondonachie charlottechatton fanniebrett jenettegoldstein camillaoverbyeroos lindakerns amygaipa martinjarvis rosalindayres rochellerose jonathanevans-jones brianwalsh rockytaylor craigkelly liamtuohy simoncrane jameslancaster elsaraven reecep.thompsoniii laramielandis markrafaeltruitt johnwalcutt terryforrestal dereklea richardashton seannepita brendanconnolly davidcronnelly garthwilton richardfox nickmeaney kevinowers markcapri marccass paulherbert emmettjames chrisbyrne oliverpage jamesgarrett erikholland erikholland jarikinnunen andersfalk barrydennen vernurich rebeccaklingler triciao'neil kathleens.dunn romeofrancis mandanamarino vanling bjørnolsen danpettersson shayduffin gregellis dianamorgan krisandersson bobbiebates aaronjamescash annefletcher edmondalanforsyth andiehicks scotthislop stanmazin lisaratzin julenerenee brianbaines elliebensinger alexandraboyd mikebutters jamescameron brunocampolo chriscragnotti kevyncurrie kevindelanoy thomasfiss griffinhowell seanhowse tonykenny bretaaronknower georgekostyiii georgekostyjr. geoffreyc.kosty gregorycharleskosty seanlawlor johnleonhardt miguela.lomelin donlynch johnnymartin ryanmcclurkin meghanmcleod mikeo'neal julianoros philparlapiano judyprestininzi stevenquale oliviarosewood johnslade stephenwolfesmith r.gerntrowbridge franciscováldez luciezolcerova jamescameron"
26,Captain America: Civil War,271110,"following the events of age of ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. this polarizes opinion amongst the avengers, causing two factions to side with iron man or captain america, which causes an epic battle between former allies. adventure action sciencefiction civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d chrisevans robertdowneyjr. scarlettjohansson sebastianstan anthonymackie doncheadle jeremyrenner chadwickboseman paulbettany elizabetholsen paulrudd emilyvancamp tomholland frankgrillo williamhurt danielbrühl johnslattery kerrycondon martinfreeman marisatomei johnkani hopedavis genefarber florencekasumba alfrewoodard jimrash stanlee joerusso damionpoitier michaela.cook laughtonparchment jacksonspidell yilong heidimoneymaker aarontoney caleschultz annrusso cornelljohn svenhönig joshuapeck brentmcgee besatrazemis blairjasin olibigalke rafaelbanasik daviddevries johncurran katieamess austinsanders brettgentile matthewanderson andrewbotchwey chasebradfield ernestcharles hendrickscoates ethancondon shendynes nathanielellis jariahferguson evanffrench justinfreeman ralphaelgrand'pierre juliangrimes aaronhayes austinhooper amirijones mylesjoseph stephenlewis jacobludwick d'mahreimcrae ashwinmudaliar eliollinger parkerpape danielparada jonahruffin darrylsampson cameronsardone stanleysellers milesselles jacobsung cadenwilkinson kimscar jessicawalther-gabory beniaminobrogi silvinabuchbauer henryamadi ugochukwuani michaelanthonyrogers umarkhan davidbrown guyfernandez sophiarusso ameliamorck juliannaguill surelyalvelo brianschaeffer kevinlarosajr. alcerullo frédéricnorth raysahetapy anthonyrusso joerusso"
27,Battleship,44833,"when mankind beams a radio signal into space, a reply comes from ‘planet g’, in the form of several alien crafts that splash down in the waters off hawaii. lieutenant alex hopper is a weapons officer assigned to the uss john paul jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. while taking on the invaders, hopper must also try to live up to the potential his brother, and his fiancée's father, admiral shane, expect of him. thriller action adventure sciencefiction fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna brooklyndecker tadanobuasano liamneeson gregoryd.gadson hamishlinklater jesseplemons johntui jerryferrara davidjensen peterberg adamgodley ricomcclinton jojiyoshida stephenbishop austinnaulty jamesrawlings dustinj.reno rickhoffman garygrubbs ramimalek petermacnicol louislombardi jordankirkwood dougpenty carsonaune joshpence lloydpitts michellearthur nataliacastellanos leniito jackiejohnson kerrycahill normanvincentmclafferty dantejimenez davenarce ralphrichardson biuncalove kylerussellclements yutakatakeuchi johnaweaver danejustman drewrausch billstinchcomb peterberg"
28,Jurassic World,135397,"twenty-two years after the events of jurassic park, isla nublar now features a fully functioning dinosaur theme park, jurassic world, as originally envisioned by john hammond. action adventure sciencefiction thriller monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan vincentd'onofrio nickrobinson tysimpkins jakejohnson omarsy bdwong judygreer laurenlapkus briantee katiemcgrath andybuckley ericedelstein jimmyfallon jamesdumont mattburke annatalakkottur colintrevorrow courtneyj.clark kellywashington matthewcardarople chadrandall yvonneangulo chloeperrin erikaerica tiffanyforest colintrevorrow"
29,Skyfall,37724,"when bond's latest assignment goes gravely wrong and agents around the world are exposed, mi6 is attacked forcing m to relocate the agency. these events cause her authority and position to be challenged by gareth mallory, the new chairman of the intelligence and security committee. with mi6 now compromised from both inside and out, m is left with one ally she can trust: bond. 007 takes to the shadows - aided only by field agent, eve - following a trail to the mysterious silva, whose lethal and hidden motives have yet to reveal themselves. action adventure thriller spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao danielcraig judidench javierbardem ralphfiennes naomieharris bérénicemarlohe albertfinney benwhishaw rorykinnear olarapace helenmccrory nicholaswoodeson billbuckhurst elizedutoit ianbonar toniasotiropoulou wolfblitzer jenshultén anthonyo'donnell jocameronbrown peterbasham benloyd-holmes orionlee yennischeung sammendes"
30,Spider-Man 2,558,"peter parker is going through a major identity crisis. burned out from being spider-man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil doc ock. in the meantime, parker still can't act on his feelings for mary jane watson, a girl he's loved since childhood. action adventure fantasy dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain tobeymaguire kirstendunst jamesfranco alfredmolina rosemaryharris donnamurphy j.k.simmons danielgillies dylanbaker willemdafoe mageinatovah brucecampbell stanlee scottspiegel joelmchale halsparks donnellrawlings emilydeschanel elizabethbanks danieldaekim aasifmandvi joeydiaz vanessaferlito joybryant johnlandis phillamarr greggedelman tedraimi cliffrobertson elyabaskin billnunn brentbriscoe christineestabrook johnpaxton joannebaron petermcrobbie louislombardi marcjohnjefferies reeddiamond brendanpatrickconnor dancallahan susiepark briannabrown tomcarey danhicks timothypatrickquill tonycampisi mollycheek kellyconnell roshonfegan taylorgilbert timothyjerome elysedinh bille.rogers annebetancourt triciapeters timstorms billcalvert peterallas chloedykstra juliamax calvindean frankbonsangue andrem.johnson petercincotti peytonlist spencerlist troymetcalf scottross bonniesomerville wesleyvolcy louvolpe davidboston garrettwarren michaelarthur cindycheung samraimi"
31,Iron Man 3,68721,"when tony stark's world is torn apart by a formidable terrorist called the mandarin, he starts an odyssey of rebuilding and retribution. action adventure sciencefiction terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis robertdowneyjr. gwynethpaltrow doncheadle guypearce rebeccahall jonfavreau benkingsley jamesbadgedale stephanieszostak paulbettany williamsadler daledickey tysimpkins miguelferrer wangxue-qi shauntoub matthewsterlingnye patkiernan joshelliott meganhenderson thomasroberts billmaher joanrivers georgekotsiopoulos bronted'esposito noahvisconti ashleyhamilton brookejaynetaylor kimdean glennfoster anthonyreynolds kendrickcross tomclark brianschaeffer johneddins spencergarrett rockeydickeyjr. drewmichaelhershner sarahburkhardt janbroberg andrewlauer natebynum andrewlander tomvirtue roymccrerey serdarkalsin demetroishodges bobbytisdale yvonnezima stanlee adampally jamesrackley cullenmoss jakedewitt rebeccamader kevinarnold juanc.bofill davidbuglione adamlytle paulandrewo'connor philortiz gwendalynbarker stevewilder lucianafaulhaber karinaflorez mikemassa markkubr si-fuericoram naomiparshin aureliariley johannayunda wesleythompson jennaortega t.c.anyachonkeya chadkurtz caljohnson coreyhawkins lindenashby sarahfarooqui salabaker kialbutler nickbrandon danbrown fernandochien ilramchoi brycencounts kianteelam danefarwell markfichera colinfollenweider ajafrary markginther adriangonzalez denniskeiffer samuelle taramacken williammorts jadequon j.c.robaina markosrounthwaite philipjsilvera briansimpson markaaronwagner chrisgethard nickw.nicholson markruffalo bridgerzadina shaneblack"
32,Alice in Wonderland,12155,"alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an english nobleman. at her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. arriving in a strange and surreal place called 'underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. alice realizes that she is there for a reason – to conquer the horrific jabberwocky and restore the rightful queen to her throne. family fantasy adventure basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway helenabonhamcarter crispinglover martoncsokas lindsayduncan mattlucas geraldinejames timpigott-smith leobill francesdelatour michaelsheen alanrickman christopherlee stephenfry timothyspall paulwhitehouse barbarawindsor michaelgough imeldastaunton eleanortomlinson jemmapowell eleanorgecks rebeccacrookshank hollyhawkins lucydavenport joelswetow jessicaoyelowo ethancohn chrisgrabher bonnieparker simonesault dalemercer cortneypalm timburton"
33,X-Men: The Last Stand,36668,"when a cure is found to treat mutations, lines are drawn amongst the x-men and the brotherhood, a band of powerful mutants organized under xavier's former ally, magneto. adventure action sciencefiction thriller mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger hughjackman halleberry ianmckellen patrickstewart famkejanssen annapaquin kelseygrammer shawnashmore aaronstanford ellenpage rebeccaromijn jamesmarsden vinniejones benfoster danielcudmore daniaramirez cameronbright kenleung ericdane omahyramota meilingmelançon keawong shaunakain michaelmurphy shohrehaghdashloo josefsommer billduke haleyramm caydenboyd stanlee alexferris oliviawilliams brettratner"
34,Monsters University,62211,a look at the relationship between mike and sulley during their days at monsters university — when they weren't necessarily the best of friends. animation family monster dormitory games animation bestfriend university scary aftercreditsstinger billycrystal johngoodman stevebuscemi helenmirren noahjohnston petersohn joelmurray seanhayes davefoley charlieday alfredmolina tylerlabine nathanfillion aubreyplaza bobbymoynihan juliasweeney bonniehunt johnkrasinski billhader bethbehrs bobpeterson johnratzenberger frankoz avaacres danscanlon
